slug,brand,model,category,default_gateway_ip,default_login_host,default_username,default_password,default_password_blank,credential_type,credential_note,reset_steps,source_url,source_name,source_archive_url,confidence,last_verified,ssid_url
netgear-cm2000,Netgear,CM2000,gateway,192.168.100.1,,admin,,false,label-unique,"Unlike other NETGEAR CM-series modems, the CM2000 has NO shared default password — each unit ships with a unique password printed on its label. NETGEAR calls this out explicitly.","The CM2000 is a cable modem only. Open a browser to http://192.168.100.1 and log in with username 'admin' and the unique password printed on the product label. To factory reset, press and hold the Restore Factory Settings button with a paperclip for about 7 seconds until the power LED blinks; the login reverts to admin + the label's unique password.",https://kb.netgear.com/000059644/How-do-I-log-in-to-my-NETGEAR-cable-modem,NETGEAR Support (How do I log in to my NETGEAR cable modem),https://web.archive.org/web/20260729071327/https://kb.netgear.com/000059644/How-do-I-log-in-to-my-NETGEAR-cable-modem,high,2026-08-08,https://ssid.ai/routers/netgear-cm2000
netgear-cm3000,Netgear,CM3000,gateway,192.168.100.1,,admin,password,false,static,"DOCSIS 3.1, up to 2.5 Gbps port speed — a newer, higher-tier modem-only SKU than the CM1000/CM2000 already covered. NETGEAR's cable-modem login KB explicitly lists CM3000 among the applicable models and states the shared static default (admin/password); the CM2000 is called out by name as the sole exception with a unique label password — CM3000 is not exempted.","The CM3000 is a DOCSIS 3.1 cable modem only (no built-in router/Wi-Fi, fixed LAN IP). Open a browser to http://192.168.100.1 and log in with username 'admin' and password 'password' (case-sensitive). To factory reset, press and hold the Restore Factory Settings button with a paperclip for about 7 seconds until the power LED blinks, then log in again with admin/password.",https://kb.netgear.com/000059644/How-do-I-log-in-to-my-NETGEAR-cable-modem,NETGEAR Support — How do I log in to my NETGEAR cable modem? (CM3000 listed under Applicable Models),https://web.archive.org/web/20260729071327/https://kb.netgear.com/000059644/How-do-I-log-in-to-my-NETGEAR-cable-modem,high,2026-08-08,https://ssid.ai/routers/netgear-cm3000
netgear-dgn2200,Netgear,DGN2200 (N300 ADSL2+),gateway,192.168.0.1,routerlogin.net,admin,password,false,static,NETGEAR's own DGN2200 user manual states the modem router ships with the user name admin and password password and advises changing them. Genuine documented static default for this DSL gateway.,"Open a browser to http://192.168.0.1 (or http://routerlogin.net) and log in with admin / password. To reset, hold the Restore Factory Settings button on the rear for about 7 seconds until the LEDs blink, then release; the login reverts to admin / password.",https://www.downloads.netgear.com/files/GDC/DGN2200/DGN2200_UM_3Feb11.pdf,NETGEAR DGN2200 User Manual (official PDF),,high,2026-08-08,https://ssid.ai/routers/netgear-dgn2200
netgear-nighthawk-mk63,Netgear,Nighthawk Mesh MK63 (AX1800),mesh,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,The Nighthawk app forces you to set your own admin password during setup — admin/password is not a working default. Web admin at routerlogin.net uses whatever password you created in the app.,"This WiFi 6 mesh kit is set up through the Nighthawk app, which makes you create an admin password, so there is no default web login. To reset the router unit, power it on and hold the Reset button on the back for about 7 seconds until the LED blinks, then re-run setup via the Nighthawk app or http://routerlogin.net to create a new password.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR KB 1148 — Default user interface passwords for NETGEAR devices,,medium,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-mk63
netgear-nighthawk-r6700,Netgear,Nighthawk R6700 / R6400 (AC1750),router,192.168.1.1,routerlogin.net,admin,password,false,static,Documented default is admin / password. Later revisions (e.g. R6700v3) may prompt you to set an admin password on first setup.,"Go to http://www.routerlogin.net (192.168.1.1) with admin / password. To reset, hold the Restore Factory Settings button with a paperclip ~7 seconds until the Power LED blinks amber.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR official KB 1148 (Default UI passwords),https://web.archive.org/web/20260729064837/https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,high,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-r6700
netgear-nighthawk-r7000,Netgear,Nighthawk R7000 (AC1900),router,192.168.1.1,routerlogin.net,admin,password,false,static,A pre-forced-setup-era model: default login is admin / password.,"Go to http://www.routerlogin.net (192.168.1.1) with admin / password. To reset, use a paperclip to hold the Restore Factory Settings button ~7 seconds until the Power LED blinks.",https://kb.netgear.com/24340/What-are-the-factory-default-settings-on-my-Nighthawk-R7000-router-and-how-do-I-reset-to-default,NETGEAR official KB 24340 (R7000 factory defaults),https://web.archive.org/web/20260729064903/http://www.netgear.com/support/,high,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-r7000
netgear-nighthawk-rax200,Netgear,Nighthawk RAX200 (AX11000),router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,Modern Nighthawk firmware makes you set your own admin password on first setup — there is no admin/admin or admin/password that works out of the box. Netgear's legacy default (admin / password) only applies to older models.,"This tri-band Nighthawk forces you to create an admin password (and security questions) during first-time setup, so there is no working factory login to recover. To start clean, power the router on, find the recessed Reset button on the back, and press and hold it with a paperclip for about 7 seconds until the Power LED blinks. After it reboots, browse to http://routerlogin.net (or 192.168.1.1) and the setup wizard walks you through creating a new admin password.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR KB 1148 — Default user interface passwords for NETGEAR devices,,medium,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-rax200
netgear-nighthawk-rax30,Netgear,Nighthawk RAX30,router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,"Dual-band Wi-Fi 6 (AX2400), 5-stream, 2.4/5 GHz standalone router with four gigabit LAN ports — an entry AX SKU below the AX3000 RAX40 and AX4300 RAX43/RAX45. Web login at routerlogin.net (192.168.1.1); no universal default password. NETGEAR's manual: ""The password is the one that you specified the first time that you logged in.""","Press and hold the Reset button on the rear panel for at least 7 seconds until the Power LED blinks, then release to restore factory default settings.",https://www.downloads.netgear.com/files/GDC/RAX30/RAX30_UM_EN.pdf,NETGEAR Nighthawk AX2400 WiFi 6 Router (RAX30) User Manual — official,,high,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-rax30
netgear-nighthawk-rax40,Netgear,Nighthawk RAX40,router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,"Nighthawk AX4 4-stream dual-band Wi-Fi 6 (AX3000), 2.4/5 GHz standalone router, four gigabit LAN + one gigabit WAN — sits between the AX2400 RAX30 and the AX4300 RAX43/RAX45 already covered. NETGEAR's manual: ""The password is the one that you specified the first time that you logged in.""","Press and hold the Reset button on the rear panel until the Power LED blinks, then release to return the router to factory default settings.",https://www.downloads.netgear.com/files/GDC/RAX40/RAX40_UM_EN.pdf,NETGEAR Nighthawk AX4 AX3000 WiFi Router (RAX40) User Manual — official,,high,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-rax40
netgear-nighthawk-rax43,Netgear,Nighthawk RAX43 (AX4300),router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,This WiFi 6 Nighthawk forces you to choose your own admin password at setup — there is no admin/password out of the box. A factory reset is the only way back in if you forget it.,"The RAX43 requires you to create an admin password during first-time setup. To regain access, power the router on, hold the recessed Reset button on the rear with a paperclip for about 7 seconds until the Power LED blinks, then after it reboots visit http://routerlogin.net (192.168.1.1) and set a new admin password.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR KB 1148 — Default user interface passwords for NETGEAR devices,,medium,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-rax43
netgear-nighthawk-rax45,Netgear,Nighthawk RAX45,router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,"Nighthawk AX6 (AX4300-class) dual-band Wi-Fi 6 router, 4 external antennas, 4x gigabit LAN + 1 gigabit WAN — distinct SKU from the RAX43/RAX50/RAX70/RAX80 already covered. NETGEAR's own login KB: username is admin, password is the one you specified during setup — no factory default password.","Use a paperclip to press and hold the recessed Reset button on the rear panel for about 7 seconds until the power LED blinks amber, then release.",https://kb.netgear.com/980/How-do-I-log-in-to-my-NETGEAR-router,NETGEAR Support — How do I log in to my NETGEAR home router? (applies to Nighthawk RAX45),,medium,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-rax45
netgear-nighthawk-rax50,Netgear,Nighthawk RAX50 (AX5400),router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,"Username is admin. Newer NETGEAR products require setting the admin password on first setup, so there is no usable factory-default password.","Go to http://www.routerlogin.net (192.168.1.1); newer NETGEAR products require you to set the admin password during first-time setup. To reset, hold the Reset button ~10 seconds until the Power LED blinks.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR official KB 1148 (Default UI passwords),,high,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-rax50
netgear-nighthawk-rax70,Netgear,Nighthawk RAX70 (AX6600),router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,"Newer Nighthawk firmware makes you set the admin password at first setup, so admin/password is not a valid default. Reset to factory only if you've lost the password you created.","Setup on this tri-band Nighthawk forces you to pick an admin password, so there is no factory login to fall back on. To reset, power it on, press and hold the Reset button on the back for roughly 7 seconds until the Power LED flashes, wait for reboot, then open http://routerlogin.net or 192.168.1.1 and create a new admin password in the wizard.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR KB 1148 — Default user interface passwords for NETGEAR devices,,medium,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-rax70
netgear-nighthawk-rax80,Netgear,Nighthawk RAX80 (AX8 / AX6000),router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,"This model prompts you to create an admin password during initial setup — the old admin/password default does not apply. If you never changed it, a factory reset lets you set a new one.","The Nighthawk AX8 setup wizard requires you to create your own admin password at first login, so recover access by factory resetting rather than hunting a default. Power the unit on, hold the recessed Reset button on the rear panel for about 7 seconds until the Power LED blinks, then let it reboot and go to http://routerlogin.net (192.168.1.1) to set a fresh admin password.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR KB 1148 — Default user interface passwords for NETGEAR devices,,medium,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-rax80
netgear-nighthawk-raxe300,Netgear,Nighthawk RAXE300,router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,"Tri-band Wi-Fi 6E (AXE7800) standalone desktop router, 2.4/5/6 GHz, with a 2.5G Multi-Gig Internet port, four gigabit LAN and USB-C 3.0 — a 6GHz tier above the dual-band RAX30/RAX40 in this run. The factory label prints admin/password, but NETGEAR's own manual states the live login is the one you set on first login: ""The password is the one that you specified the first time that you logged in.""","Press and hold the recessed Reset button on the rear panel for at least 10 seconds until the Power LED blinks white, then release to restore factory settings.",https://www.downloads.netgear.com/files/GDC/RAXE300/RAXE300_UM_EN.pdf,NETGEAR Nighthawk AXE7800 RAXE300 User Manual (202-12252-01) — official,,high,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-raxe300
netgear-nighthawk-raxe500,Netgear,Nighthawk RAXE500 (AXE11000),router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,"Tri-band WiFi 6E flagship. The login name is admin, but there is no usable factory password — newer NETGEAR products force you to set the admin password on first setup (routerlogin.net or the Nighthawk app).","Insert a paperclip into the recessed Reset hole on the back and hold about 7 seconds until the Power LED blinks amber, then release; the AXE11000 reboots to factory defaults and prompts you to create the admin password during first-time setup.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR official KB 1148 (Default UI passwords),https://web.archive.org/web/20260729064837/https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,high,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-raxe500
netgear-nighthawk-rs700,Netgear,"Nighthawk RS700 (BE19000, WiFi 7)",router,192.168.1.1,routerlogin.net,admin,,false,set-on-setup,BE19000 WiFi 7 tower router (sold as RS700 / RS700S). Login name admin; no default password ships — first-time setup requires you to create one. Manage at routerlogin.net or in the Nighthawk app.,"Hold the recessed Reset button with a pin for roughly 7 seconds until the Power LED starts blinking, then release to restore factory defaults; you choose the admin password when the setup wizard runs.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR official KB 1148 (Default UI passwords),https://web.archive.org/web/20260729064837/https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,high,2026-08-08,https://ssid.ai/routers/netgear-nighthawk-rs700
netgear-orbi-rbk50,Netgear,Orbi RBK50 (AC3000),mesh,192.168.1.1,orbilogin.com,admin,password,false,static,Netgear documents the Orbi default admin login as admin / password. If you set the system up through the Orbi app you may have been prompted to create your own password instead — in that case reset to factory to restore admin/password.,"Log in to the router (RBR50) at http://orbilogin.com or 192.168.1.1 with user name admin and password password (case-sensitive). To factory reset, power the Orbi router on and hold the Reset button on the bottom for about 7-10 seconds until the ring LED blinks amber, then re-sync the satellite and log in with admin/password.",https://kb.netgear.com/31014/How-do-I-change-my-Orbi-WiFi-System-s-admin-login-password,NETGEAR KB 31014 — Change your Orbi WiFi System's admin login password,,high,2026-08-08,https://ssid.ai/routers/netgear-orbi-rbk50
netgear-orbi-rbk752,Netgear,Orbi RBK752 (AX4200),mesh,192.168.1.1,orbilogin.com,admin,,false,set-on-setup,"Set up through the Orbi app, this system forces you to create your own admin password. Netgear's legacy Orbi default (admin / password) may still apply if configured via the web interface, but app setup overrides it.","This WiFi 6 Orbi is normally set up via the Orbi app, which makes you create an admin password, so there's no reliable default. To reset the router (RBR750), power it on and hold the Reset button on the bottom for about 7-10 seconds until the ring LED blinks amber, then re-run setup in the Orbi app or at http://orbilogin.com to set a new admin password.",https://kb.netgear.com/31014/How-do-I-change-my-Orbi-WiFi-System-s-admin-login-password,NETGEAR KB 31014 — Change your Orbi WiFi System's admin login password,https://web.archive.org/web/20260729065908/https://kb.netgear.com/31014/How-do-I-change-my-Orbi-WiFi-System-s-admin-login-password,medium,2026-08-08,https://ssid.ai/routers/netgear-orbi-rbk752
netgear-orbi-rbk763,Netgear,Orbi RBK763 (AX5400),mesh,192.168.1.1,orbilogin.com,admin,,false,set-on-setup,"Orbi app setup forces you to set your own admin password, so there's no admin/password out of the box. The legacy Orbi default (admin / password) only applies to web-interface configuration.","This WiFi 6 Orbi kit is configured through the Orbi app, which makes you create an admin password during setup. To reset the router (RBR760), power it on and hold the Reset button on the bottom for about 7-10 seconds until the ring LED blinks amber, then re-run setup in the Orbi app or at http://orbilogin.com to choose a new admin password.",https://kb.netgear.com/31014/How-do-I-change-my-Orbi-WiFi-System-s-admin-login-password,NETGEAR KB 31014 — Change your Orbi WiFi System's admin login password,https://web.archive.org/web/20260729065908/https://kb.netgear.com/31014/How-do-I-change-my-Orbi-WiFi-System-s-admin-login-password,medium,2026-08-08,https://ssid.ai/routers/netgear-orbi-rbk763
netgear-orbi-rbk852,Netgear,Orbi RBK852 (AX6000),mesh,192.168.1.1,orbilogin.com,admin,,false,set-on-setup,App-based setup forces you to create your own admin password on this model — admin/password is not guaranteed to work. Netgear's Orbi KB still lists admin / password as the documented default for web-interface setups.,"The Orbi AX6000 is set up through the Orbi app, which requires you to create an admin password, so there is no working default login. To reset the router (RBR850), power it on and hold the Reset button on the bottom for about 7-10 seconds until the ring LED blinks amber, then re-run setup via the Orbi app or http://orbilogin.com and set a new password.",https://kb.netgear.com/31014/How-do-I-change-my-Orbi-WiFi-System-s-admin-login-password,NETGEAR KB 31014 — Change your Orbi WiFi System's admin login password,https://web.archive.org/web/20260729065908/https://kb.netgear.com/31014/How-do-I-change-my-Orbi-WiFi-System-s-admin-login-password,medium,2026-08-08,https://ssid.ai/routers/netgear-orbi-rbk852
netgear-orbi-rbk853,Netgear,Orbi RBK853,mesh,192.168.1.1,orbilogin.com,admin,,false,set-on-setup,Tri-band Wi-Fi 6 (AX6000-class) mesh system — RBR850 router + 2x RBS850 satellites with a dedicated backhaul band — a 3-piece pack distinct from the 2-piece RBK852 bundle already covered. NETGEAR's Orbi setup KB: create your own administrator password; the default admin login is 'admin' with no factory password.,"Press and hold the Reset button on the back of the Orbi router for about 7 seconds until the LED blinks, then re-pair satellites using the Orbi app or orbilogin.com.",https://kb.netgear.com/31017/How-do-I-set-up-my-Orbi-WiFi-System,NETGEAR Support — How do I set up my Orbi WiFi System? (applies to RBK853),,medium,2026-08-08,https://ssid.ai/routers/netgear-orbi-rbk853
netgear-r6120,Netgear,R6120 (AC1200),router,192.168.1.1,routerlogin.net,admin,password,false,static,"This older AC1200 model ships with Netgear's universal default: user name admin, password password. Change it immediately after logging in, since it is publicly documented.","Log in at http://routerlogin.net or 192.168.1.1 with user name admin and password password (both case-sensitive). If those don't work, power the router on, use a paperclip to press and hold the Restore Factory Settings button on the back for about 7 seconds until the Power LED blinks, then log in with admin/password after it reboots.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR KB 1148 — Default user interface passwords for NETGEAR devices,,high,2026-08-08,https://ssid.ai/routers/netgear-r6120
netgear-r6260,Netgear,R6260 (AC1600),router,192.168.1.1,routerlogin.net,admin,password,false,static,"The R6260 uses Netgear's documented default of admin / password. It's a universal default, not unique to your unit, so replace it right after first login.","Browse to http://routerlogin.net or 192.168.1.1 and sign in with user name admin and password password (case-sensitive). To factory reset, power the router on, hold the recessed Restore Factory Settings button on the back for about 7 seconds until the Power LED blinks, then log back in with admin/password.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR KB 1148 — Default user interface passwords for NETGEAR devices,,high,2026-08-08,https://ssid.ai/routers/netgear-r6260
netgear-r6900,Netgear,R6900 (Nighthawk AC1900),router,192.168.1.1,routerlogin.net,admin,password,false,static,"This older Nighthawk AC1900 predates forced-setup firmware, so admin / password is the real documented default. It's the same on every unit — change it immediately.","Open http://routerlogin.net or 192.168.1.1 and log in with user name admin and password password (both case-sensitive). If the password was changed and forgotten, power the router on and hold the Restore Factory Settings button on the back for about 7 seconds until the Power LED blinks, then use admin/password after it restarts.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR KB 1148 — Default user interface passwords for NETGEAR devices,,high,2026-08-08,https://ssid.ai/routers/netgear-r6900
netgear-wndr3400,Netgear,WNDR3400 (N600),router,192.168.1.1,routerlogin.net,admin,password,false,static,A classic N600 dual-band model whose officially documented default is admin / password (case-sensitive). NETGEAR's KB notes newer models require a password to be set on first login — this older one does not.,"Go to http://routerlogin.net or http://192.168.1.1 and sign in with admin / password. To factory reset, hold the Restore Factory Settings button on the underside for about 7 seconds until the power light blinks, then release and wait for reboot; login returns to admin / password.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR Support KB 1148 — Default UI passwords,,medium,2026-08-08,https://ssid.ai/routers/netgear-wndr3400
netgear-wndr3700,Netgear,WNDR3700 (N600),router,192.168.1.1,routerlogin.net,admin,password,false,static,"The documented factory default for this older gigabit N600 is admin / password. NETGEAR's official KB is the source; newer NETGEAR firmware forces a password at setup, but this model shipped with the static default.","Browse to http://routerlogin.net or http://192.168.1.1 and log in with admin / password. Factory reset: press and hold the Restore Factory Settings button on the back for about 7 seconds until the power LED flashes, then release; defaults revert to admin / password.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR Support KB 1148 — Default UI passwords,,medium,2026-08-08,https://ssid.ai/routers/netgear-wndr3700
netgear-wnr2000,Netgear,WNR2000,router,192.168.1.1,routerlogin.net,admin,password,false,static,"This is an older NETGEAR model, so the documented factory default is admin / password (very old NETGEAR units used 1234). NETGEAR's official KB confirms these defaults; note that NETGEAR's newer routers instead force you to create a password on first setup.","Open a browser to http://routerlogin.net or http://192.168.1.1 and log in with admin / password. If that fails, factory reset: with the router powered on, press and hold the Restore Factory Settings button on the back for about 7 seconds until the power LED blinks, then release; the credentials revert to admin / password.",https://kb.netgear.com/1148/What-are-the-default-user-interface-passwords-for-NETGEAR-devices,NETGEAR Support KB 1148 — Default UI passwords,,medium,2026-08-08,https://ssid.ai/routers/netgear-wnr2000
netis-wf2419,Netis,WF2419 (N300),router,192.168.1.1,netis.cc,,,false,label-unique,"Netis does not publish a single universal web-login default. Official support documents the admin page at 192.168.1.1 / netis.cc and a default Wi-Fi password of 'password'; the login credentials are on the device label. Many older Netis units used guest/guest, but that is not guaranteed - check the label.","Reset: with the router powered on, press and hold the Default/RESET button for about 10 seconds until it reboots, then release. Browse to http://192.168.1.1 or http://netis.cc and sign in using the credentials printed on the device's bottom label.",https://www.netis-systems.com/support/faqinfo.html?id=24,Netis Official Support FAQ,,medium,2026-08-08,https://ssid.ai/routers/netis-wf2419
nokia-wifi-beacon,Nokia,WiFi Beacon,mesh,,,admin,,false,label-unique,"Per Nokia's official Help Center, the admin password is the unique value printed on the sticker of the root Beacon — there is no universal default. The username is admin; the password is per-device.","Nokia WiFi Beacons are set up through the Nokia WiFi app. You can also sign in to the app or the web GUI with the admin credentials printed on the sticker of the root (primary) Beacon — you must be connected to the Nokia WiFi network. If you forget a changed admin password, recovery is not possible: press and hold the reset button on the root Beacon to factory reset, then redo setup in the app.",https://wifi-helpcenter.nokia.com/hc/en-us/articles/360046847814-Sign-in-with-admin-credentials,Nokia WiFi Help Center — Sign in with admin credentials,,high,2026-08-08,https://ssid.ai/routers/nokia-wifi-beacon
now-broadband-hub,NOW Broadband,NOW Broadband Hub,gateway,192.168.0.1,,admin,nowtv,false,static,"VDSL/FTTC broadband hub issued by NOW (Sky's value brand, a Sky SR-series hub). Rare among ISP gear in having a genuinely STATIC published default — NOW's own help page states the login is admin / nowtv (lower case) at 192.168.0.1, not a per-unit label password. Users are told to change it immediately.","Browse to http://192.168.0.1 and sign in with admin / nowtv (lower case), then open the Maintenance tab and choose Set Password. To factory reset, hold the recessed reset pinhole on the rear for about 10 seconds until the hub reboots.",https://www.nowtv.com/gb/help/article/change-admin-password,NOW Broadband Help — Change Admin Password For Your NOW Broadband Hub (official),,high,2026-08-08,https://ssid.ai/routers/now-broadband-hub
o2-homebox,o2,HomeBox,gateway,192.168.1.1,o2.box,,,false,set-on-setup,"DSL/fibre gateway issued by o2 (Telefónica) Germany across the HomeBox line. The admin UI at o2.box (192.168.1.1) ships completely open from the factory — you create your own device password on first login, a genuine set-on-setup credential per o2's own router help page.","Use a pen or similar object to press the recessed Reset opening on the back of the HomeBox and hold for about 10-15 seconds until the Power LED lights up red, then release and wait for the Power LED to return to solid green.",https://www.o2online.de/service/router/,o2 (Telefónica Deutschland) — Router-Hilfe (official),,high,2026-08-08,https://ssid.ai/routers/o2-homebox
optimum-altice-one-gateway,Optimum (Altice),Altice One / Gateway,gateway,,,,,false,app-only,There is no standalone web-admin login or default admin/password. Altice One gateways are cloud/account-managed — all settings live behind your Optimum ID at optimum.net/router or in the Optimum app.,"The Altice One / Optimum gateway is managed through your Optimum account, not a local admin password. Go to optimum.net/router (or the Optimum Support & WiFi app) and sign in with your Optimum ID and password to view devices and change the WiFi name/password and guest network. To factory reset the hardware, press and hold the recessed Reset button on the unit ~10 seconds until it reboots, then reconfigure through your Optimum account.",https://www.optimum.net/pages/altice-one/settings.html,Optimum — Altice One Settings,,medium,2026-08-08,https://ssid.ai/routers/optimum-altice-one-gateway
optus-ultra-wifi-modem,Optus,Optus Ultra WiFi Modem (Gen 2),gateway,192.168.0.1,,,,false,label-unique,Australian Optus-supplied home internet gateway (Ultra WiFi Gen 2 on cable/NBN; the Nokia FastMile 5G Gateway variant on 5G FWA). Admin is reached at 192.168.0.1. Optus uses no universal default — enter the password printed on the sticker on the base of the modem into the password field (the Ultra WiFi has no separate username).,"Hold the recessed reset button on the rear/underside for a few seconds until the modem restarts; login reverts to the password printed on the base label. Note your OptusNet username/password first, as a reset wipes custom settings.",https://www.optus.com.au/for-you/support/answer?id=1752,Optus Official Support — Home Internet WiFi username & password help,,high,2026-08-08,https://ssid.ai/routers/optus-ultra-wifi-modem
orange-livebox-6,Orange,Livebox 6,gateway,192.168.1.1,livebox,admin,,false,label-unique,"Next-generation Livebox (post Livebox 4/5, already covered generically as 'orange-livebox') with an on-device touchscreen and app/QR login path. Username is admin; per Orange's official support, the default password is the first 8 characters of the Wi-Fi security key printed on the device label — not a shared static default.",Touchscreen-equipped fibre gateway; alternative login via the 'Orange et moi' app or the QR code shown on the device's touchscreen (no password entry needed that way). Reset via the recessed button restores the label-derived default.,https://assistancepro.orange.fr/internet_livebox/utiliser/interface_de_configuration/livebox_5_6_pro/livebox__et___acceder_a_linterface_de_configuration-433412,Assistance Orange Pro — Livebox 6 et 7 : accéder à l'interface de configuration (official),,medium,2026-08-08,https://ssid.ai/routers/orange-livebox-6
orange-livebox,Orange,Livebox 6 / 7,gateway,192.168.1.1,livebox,admin,,false,label-unique,Username is 'admin'; the admin password is not a fixed default but the first 8 uppercase characters of the WiFi security key printed on the Livebox label. Orange recommends changing it after first login.,"To log in: connect to the Livebox, browse to 192.168.1.1 (or http://livebox), use username 'admin' and the admin password, which is the first 8 characters (uppercase, no spaces) of the WiFi security key printed on the Livebox label. To factory reset: with the Livebox on, press and hold the recessed Reset button on the back for about 10 seconds until it restarts, or use 'Mot de passe oublié' on the login page to reset the interface password.",https://assistance.orange.fr/livebox-modem/toutes-les-livebox-et-modems/depanner/un-probleme-d-identifiant-et-de-mot-de-passe-de-connexion/livebox-6-et-7-reinitialiser-le-mot-de-passe-d-acces-a-l-interface-de-configuration_371849-905287,Assistance Orange — Livebox 6 et 7 : réinitialiser le mot de passe d'accès à l'interface,,high,2026-08-08,https://ssid.ai/routers/orange-livebox
peplink-balance-20x,Peplink,Balance 20X,router,192.168.1.1,,admin,admin,false,static,"Dual-WAN business SD-WAN router: one Gigabit Ethernet WAN plus an embedded Cat-4/Cat-7 LTE modem and a FlexModule slot; the Wi-Fi variant adds 802.11ac. Genuine static admin/admin default, and Peplink forces a password change on the first successful login. Confirm the LAN IP against the device label — the manual is Balance-line-generic.","With a paperclip, press and hold the recessed reset button — ~5-10 seconds for an admin-password reset (status LED blinks red twice) or ~20 seconds for a full factory reset (blinks red three times) — then release. After reboot, browse to https://192.168.1.1 and log in.",https://download.peplink.com/manual/peplink-balance-and-mediafast-firmware-manual-8.1.1.pdf,"Peplink Balance User Manual, firmware 8.1.1 (official)",https://web.archive.org/web/20260729072300/https://download.peplink.com/manual/peplink-balance-and-mediafast-firmware-manual-8.1.1.pdf,medium,2026-08-08,https://ssid.ai/routers/peplink-balance-20x
peplink-balance-310x,Peplink,Balance 310X,router,192.168.1.1,,admin,admin,false,static,"Enterprise/branch SD-WAN multi-WAN router (all-gigabit ports, 2.5 Gbps routing throughput, patented SpeedFusion bonding), managed via the on-box Web Admin Interface or InControl2 cloud. Genuine documented static default admin/admin; the manual recommends but does not force a change. Read-only account is user/user.","Hold the recessed reset button on the unit to restore factory defaults, which returns the Web Admin login to admin/admin at http://192.168.1.1. Change the Admin/Read-only passwords under System > Admin Security.",https://download.peplink.com/manual/Peplink_Balance_v6.1_user_manual.pdf,Peplink Balance User Manual (Firmware 6.1) — download.peplink.com (official),https://web.archive.org/web/20260727184738/https://download.peplink.com/manual/Peplink_Balance_v6.1_user_manual.pdf,high,2026-08-08,https://ssid.ai/routers/peplink-balance-310x
